tieu_de,dia_chi,mo_ta,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,quan,gia_ban_num,dien_tich_num,dien_tich_dat_num,dien_tich_su_dung_num,chieu_ngang_num,chieu_dai_num,gia_m2_num,log_gia_ban,so_phong_ve_sinh_missing,tong_so_tang_missing,chieu_ngang_num_missing,chieu_dai_num_missing,kw_mat_tien,kw_hem_xe_hoi,kw_so_hong,kw_gan_cho,kw_gan_truong,kw_thuong_mai,kw_nha_pho,is_outlier_any_6cols,outlier_count_6cols
"BÁN GẤP NHÀ HXH 5 TẦNG 8PN CÓ THANG MÁY NGAY BV 175 GÒ VẤP GIÁ 10,5 TỶ","Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","- Nhà vuông vức – kiên cố – phù hợp ở, làm văn phòng, cho thuê căn hộ dịch vụ
- Khu dân trí cao – an ninh tốt – thuận tiện di chuyển về Phú Nhuận, sân bay Tân Sơn Nhất, Quận 1.
- Hẻm xe hơi 5m cực hiếm trên trục Nguyễn Kiệm , Nhà có thang máy – lợi thế khai thác và công năng sử dụng
- Diện tích: 4,1m × 15m
- Kết cấu : Trệt + 3 Lầu gồm 8 Phòng ngủ 
- Giá : 10.5 Tỷ còn bớt
- Liên hệ : Nguyễn Thắng hỗ trợ xem nhà và tư vấn Pháp Lý","Nhà ngõ, hẻm",Đã có sổ,8.0,4,4,Không rõ,Hẻm xe hơi,Go Vap,10.5,62.0,62.0,190.0,4.1,15.0,169.35,2.4423470353692043,0,0,0,0,0,1,0,0,0,0,0,True,1
2 MẶT T.I.Ề.N - LÊ LỢI - NGAY ĐH CÔNG NGHIỆP -2MT-17ty1,"Đường Lê Lợi, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","180M2 -H.I.Ế.M CÓ KHÓ TÌM - 2 MẶT T.I.Ề.N - LÊ LỢI - NGAY ĐH CÔNG NGHIỆP - VỊ TRÍ SIÊU ĐẸP - Ô TÔ VÀO TẬ N NƠI QUAY ĐẦU - NGANG KHỦNG 6.5M - 17ty1
Mô tả:
💎6.5m x 25m, nở hậu 8.9m . Kết cấu: nhà cấp 4.
💎Nhà 2 MT trước sau, phù hợp xây căn hộ dịch vụ, văn phòng CTY. 
💎Trước nhà có sân siêu rộng để được 10 ô tô 7 chỗ hoặc 20 bàn tiệc, oto ngủ
💎Ngay đại học Công Nghiệp, cách trường đại học 100m, liền kề Chợ Gò Vấp, Uỷ Ban, Nhà Thờ, Trung tâm thương mại.
💎Sổ hồng riêng, pháp lí chuẩn
☎️Call/zl: *** Phụng","Nhà mặt phố, mặt tiền",Đã có sổ,1.0,1,1,Không rõ,Hẻm xe hơi,Go Vap,17.1,180.0,180.0,180.0,6.5,25.0,95.0,2.89591193827178,0,1,0,0,1,0,1,1,1,1,0,True,1
"HAI MẶT HẺM- LÊ LAI - GIAO NGUYỄN THÁI SƠN,HXH SÁT MT,NGANG 10M,10ty2","Đường Lê Lai, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","LÔ GÓC KO QH - HAI MẶT HẺM- LÊ LAI - GIAO NGUYỄN THÁI SƠN - HXH SÁT MT - NGANG 10M x 9– DÒNG TIỀN 20TR/THÁNG - TIỆN XÂY MỚI - GIẢM SÂU CHỈ CÒN 10ty2
Mô tả: 
+ Kết cấu : Trệt, lầu BTCT . Nhà có 4 căn phòng. Mỗi căn phòng đầy đủ công năng như 1 căn nhà chính. Gồm phòng khách, bếp , WC, trên gác là phòng ngủ, hẻm sạch sẽ , khu dân trí ,
+ Phù hợp khách mua đầu tư, có dòng tiền. Mua vừa ở vừa cho thuê, thu nhập hàng tháng ổn định ,

+ Vị trí đẹp giao thông thuận tiện, thông đường Nguyễn Tuân, Nguyễn Thái Sơn, hàng xóm BV 175, ngã 6 Quang Trung, ra sân bay 10 phút. Tiện ích xung quanh đông đúc sầm uất,
+ Sổ hồng riêng, pháp lý chuẩn, công chứng ngay
☎️Call/zl: *** Phụng","Nhà ngõ, hẻm",Đã có sổ,4.0,4,3,Không rõ,Hẻm xe hơi,Go Vap,10.2,92.0,92.0,95.0,10.0,9.0,110.87,2.4159137783010487,0,1,0,0,1,1,1,0,0,0,0,True,1
🔥GIÁP SÂN BAY TSN– NHÀ MỚI 3 TẦNG- 3PN- HẺM 4M- GV,"Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","🔥🔥GIÁP SÂN BAY TSN – NHÀ MỚI ĐẸP 3 TẦNG - 3 PHÒNG NGỦ - HẺM 4M - THỐNG NHẤT - GÒ VẤP🔥🔥

⚡️DT: (2.1 x 9m), vuông vức. Nhà: 1 trệt 2 lầu BTCT. Có 3 phòng ngủ, 2 WC, sân thượng chill.
⚡️Tặng full nội thất. Mua về ở liền – không tốn thêm chi phí
⚡️ Hẻm trước nhà 4.2m. 
⚡️Vị trí tiện lợi: đi Phú Nhuận, Bình Thạnh, Tân Bình tầm 10’. Di chuyển nhanh.
⚡️Xung quanh: chợ, BV, trường học các cấp, Coopmart, Vincom, công viên..
⚡️Sổ riêng, hỗ_trợ vay. Công chứng trong ngày","Nhà ngõ, hẻm",Đã có sổ,3.0,2,2,Nội thất đầy đủ,Không rõ,Go Vap,2.968,18.0,18.0,18.0,2.1,9.0,164.89,1.3782621894226263,0,1,0,0,0,1,0,0,1,1,0,True,1
130M2 - NGUYÊN HỒNG G.VẤP - NHÀ 1 TRỆT NHƯNG RẤT MỚI - CHỈ 7.49TỶ TL,"Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","🍀 130M2 - NHÀ SÁT MẶT TIỀN 1 TRỤC THẲNG - NGUYÊN HỒNG G.VẤP - TRƯỚC NHÀ 3M - SỔ NỞ HẬU 7.3M 

- Diện tích: 130m2
- Kết cấu: Nhà có 1 trệt, 3PN3WC
- Nhà cấp 4 còn mới keng có thể vào ở ngay. Chủ tặng GPXD 1 trệt 3 lầu
- Vị trí cực đắc địa, cách hẻm oto 50m
💰 Giá: 7.49Tỷ","Nhà ngõ, hẻm",Đã có sổ,3.0,2,1,Nội thất đầy đủ,Nhà nở hậu,Go Vap,7.49,130.0,130.0,130.0,4.0,33.0,57.62,2.138889000323256,0,0,0,0,1,1,0,0,0,0,0,True,2
🔥[GÒ VẤP] P3 DƯỚI 100TR/M2 NGANG 8M - 125M2 - 4PN - 11.77 TỶ,"Đường Trương Đăng Quế, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","✔️MÔ TẢ:
✅ Hiện trạng: 1 Trệt, 1 Lầu DT: 8m x Dài 18m (4PN + 4WC). Chính chủ lâu năm. 
✅ Vị Trí: 10M ra hẻm xe hơi, đường trước nhà 4m thông, trục chính Phạm Văn Đồng, Phan Đăng Lưu, Nguyễn Thượng Hiền, Thích Quảng Đức. 
✅ Pháp lý: Sổ hồng riêng, hoàn công 2025, sổ đang nhà.","Nhà ngõ, hẻm",Đã có sổ,4.0,4,3,Không rõ,Hẻm xe hơi,Go Vap,11.79,125.0,125.0,125.0,8.0,18.0,94.32,2.548663615590751,0,1,0,0,0,1,1,0,0,0,0,True,2
CHDV 10PHÒNG DÒNG TIỀN 420tr/năm - Sổ vuông A4 - CÁCH MT 2 CĂN - 12.25,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Kết cấu: 4 x 23m. 1 trệt, 3 lầu ,sân thượng, 10 phòng ngủ(tole trong), 10 tole. (Đầy đủ tiện nghi như khách sạn). Sân để thoáng mát. Khu an ninh yên tĩnh dân trí cao.

Tiện ích : Nhà mới đang cho thuê CHDV, có thang máy, có GPKD Khách sạn, hệ thống PCCC, Camera An ninh, hẻm thăng 7m cách ngã 4 Quang trung 50m.","Nhà ngõ, hẻm",Đã có sổ,10.0,7,5,Nội thất cao cấp,Hẻm xe hơi,Go Vap,12.25,92.0,92.0,400.0,4.0,23.0,133.15,2.583997552432231,0,0,0,0,1,0,0,0,0,0,0,True,1
GV Dưới 100tr/m2 DT 125M2 - 4PN - 2Tầng - Ngang 8M 11.75 TỶ,"Thích Quảng Đức, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","MÔ TẢ:

• Hiện trạng: 1 Trệt, 1 Lầu DT: 8m x Dài 18m (4PN + 4WC). Chính chủ lâu năm.

-Vị Trí: 10M ra hẻm xe hơi, đường trước nhà 4m thông, trục chính Phạm Văn Đồng, Phan Đăng Lưu,Nguyễn Thượng Hiền, Thích Quảng Đức, P3. 

Pháp lý: Sổ hồng riêng, hoàn công 2025, sổ đang nhà.","Nhà ngõ, hẻm",Đã có sổ,4.0,4,2,Không rõ,Nhà nở hậu,Go Vap,11.75,125.0,125.0,125.0,8.0,18.0,94.0,2.545531271604435,0,0,0,0,0,1,1,0,0,0,0,True,2
Căn nhà 3pn 1 lầu đúc hẻm 1 trục,"324/, Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Bán căn nhà 51m2 p9 Lê Văn Thọ, Gò Vấp
- Diện tích : 9,1m x5.5m 1 lầu đúc thiết kế 3 phòng ngủ 2 wc 
Nhà còn mới chủ đang ở 
-Hướng Tay Nam
Hẻm 1 trục cách xh 15m
Giá : 5.1ty còn bớt
Lh:","Nhà ngõ, hẻm",Đã có sổ,3.0,2,2,Nội thất cao cấp,Nhà nở hậu,Go Vap,5.1,51.0,51.0,102.0,9.1,5.6,100.0,1.8082887711792652,0,0,0,0,0,0,0,0,0,0,0,True,1
"CHÍNH CHỦ Cần bán nhà hẻm xe hơi, Phan Huy Ích, Gò Vấp","297/49, Hẻm 297 Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Chính chủ đứng bán. 
Nhà cấp 4, ngang 8m, dài 16-2m
Hẻm cụt 8m, xe hơi vào
Khu dân cư an ninh","Nhà ngõ, hẻm",Đã có sổ,3.0,2,1,Nội thất đầy đủ,Hẻm xe hơi,Go Vap,14.0,128.0,128.0,102.0,8.0,16.0,109.38,2.70805020110221,0,0,0,0,0,1,1,0,0,0,0,True,2
"HẺM XE TẢI, 5.1 X 26 GIÁ CHỈ 8.X TỶ, SÁT MẶT TIỀN LÊ ĐỨC THỌ, GÒ VẤP","Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","BÁN NHÀ C4, TIỆN XÂY MỚI, HẺM XE TẢI 1/ SÁT MẶT TIỀN, LÊ ĐỨC THỌ, GÒ VẤP - DT : 130m2, Nhà C4 
- Hẻm 5m xe tải thông, khu vực xây cao tầng, tiện xây mới ở hoặc đầu tư CHDV, mử Vp Cty,
 - Vị trí cực đẹp, giao thông thuận tiện, khu dân cư sầm uất, dân trí cao
 - Pháp lý Sổ hồng riêng công chứng sang tên nhanh
 - Giá chỉ : 8 tỷ 9
 - Liên hê : Mr Sửu / Zalo. để được tư vấn xem nha +14G1V6AB","Nhà ngõ, hẻm",Đã có sổ,2.0,1,1,Hoàn thiện cơ bản,Hẻm xe hơi,Go Vap,8.9,130.0,130.0,130.0,5.809872220145834,17.500294135422546,68.46,2.2925347571405443,0,0,1,1,1,1,1,0,0,0,0,True,1
Nha mat tien dang cho thue 60tr thang,"60, Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","Nhà xây dựng để ở nên rất kiêng cố mua là
 cho thuê được luôn có thu nhập luôn 
Nằm đường thông ra đường phạm văn chiêu và Lê Đức tho rất thuận tiện luôn nha
Chủ còn thương lượng","Nhà mặt phố, mặt tiền",Đã có sổ,7.0,7,2,Nội thất đầy đủ,Không rõ,Go Vap,26.0,200.0,200.0,166.0,8.0,25.0,130.0,3.295836866004329,0,0,0,0,1,0,0,0,0,0,0,True,2
"Bán Toà Nhà CHDV_NGUYỄN THÁI SƠN_GÒ VẤP⭐️Dòng Tiền 36tr/tháng, 5 tầng","Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","💸 TOÀ CHDV 5 TẦNG - DÒNG TIỀN ỔN ĐỊNH 36 TRIỆU/THÁNG 💰 NGAY NGÃ TƯ DƯƠNG QUẢNG HÀM – NGUYỄN THÁI SƠN, GÒ VẤP

🔥 NHỈNH 10 TỶ – SỔ NỞ HẬU TÀI LỘC – HỢP NHÀ ĐẦU TƯ GIỮ DÒNG TIỀN LÂU DÀI 🔥

📐 Diện tích: 4.4 x 20m (nở hậu 6m)
🏗 Kết cấu: 1 trệt – 3 lầu – sân thượng
🏘 Tổng 15 phòng full nội thất, đang cho thuê khoán 36 triệu/tháng","Nhà ngõ, hẻm",Đã có sổ,11.0,7,5,Không rõ,Không rõ,Go Vap,10.5,81.0,81.0,400.0,44.0,20.0,129.63,2.4423470353692043,0,1,0,0,0,0,0,0,0,0,0,True,2
CHDV 8 TẦNG LÔ GÓC 8X16- 24P- DÒNG TIỀN 2 TỶ/NĂM ĐƯỜNG 20M- GIÁ 49 TỶ,"Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","🔥💥🐦‍🔥Mô Tả : 

Tọa lạc tại địa chỉ Lê Đức Thọ gần cầu Trường Đai, 

+Mặt tiền đường 20m bờ kè Kênh Tham Lương Bến Cát

+ Căn góc 2 mặt tiền đường hẻm bên hông 8m , vỉa hè 5m . 

+ Diện tích 8x16 , hầm 8 tầng , 24p khai thác . 

+ Đang có hợp đồng thuê khoán 2t/ỷ năm . Hợp đồng 6 năm .

DUNG14880207.4","Nhà ngõ, hẻm",Đã có sổ,11.0,7,6,Không rõ,Hẻm xe hơi,Go Vap,49.0,128.0,128.0,128.0,8.0,16.0,382.81,3.912023005428146,0,1,0,0,1,0,0,0,0,0,0,True,3
"CHỦ HẠ GIÁ BÁN GẤP - KS 12 PHÒNG- PHAN VĂN TRỊ - GÒ VẤP - GIÁ 15,9 TỶ","Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","🔥 KHÁCH SẠN MỚI 2024 – 12 PHÒNG – THANG MÁY – DÒNG TIỀN KHỦNG 🔥
📍 PHAN VĂN TRỊ – AN NHƠN – GÒ VẤP
💎 TÀI SẢN HIẾM – KHU VIP – KHAI THÁC ỔN ĐỊNH - GIÁ 15,9 tỷ
👉 Đối diện khu biệt thự CityLand Gò Vấp
👉 Khu vực kinh doanh lưu trú cực tốt, luôn kín phòng
📐 THÔNG TIN CHI TIẾT:
Diện tích: 75.3m² (4 x 19)
Kết cấu: Khách sạn mới xây 2024, kiến trúc sang – chuẩn chỉnh
Tổng 12 phòng, WC khép kín
Thang máy xịn, vận hành êm ái
Hẻm 8m, trước nhà rộng 5m, xe ra vào thoải mái
💰 KHAI THÁC THỰC TẾ:
Khách sạn đang hoạt động ổn định
Dòng tiền hàng trăm triệu/tháng
Mua là có thu nhập ngay, không cần chờ đợi
📜 PHÁP LÝ:
HĐ mua bán / pháp lý rõ ràng
Nhà chính chủ, giao dịch nhanh gọn
💵 GIÁ CHÀO CHỈ: 15,9TỶ
📊 Khu vực đang giao dịch 15 – 25 tỷ → GIÁ RẤT TỐT CHO NHÀ ĐẦU TƯ
📞 Liên hệ ngay: *** Quỳnh 
👉 Gặp chính chủ thương lượng
👉 Hàng đẹp – dòng tiền thật – không đăng lâu
🔥 Ace đầu tư nhanh tay – tài sản này không có căn thứ 2!","Nhà ngõ, hẻm",Đã có sổ,11.0,7,5,Nội thất cao cấp,Hẻm xe hơi,Go Vap,15.9,75.0,75.0,75.0,4.0,19.0,212.0,2.827313621929028,0,0,0,0,0,1,1,0,0,0,1,True,1
"Bán nhà Gò vấp,hẻm xe hơi Phan Văn Trị, ngay Emart ,78m², 12Pn, 16 tỷ","Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","Bán khách sạn mini đối diện Cityland Gò Vấp, ngay Emart ,76m², 12 phòng, giá tôt

Nhà mới xây 2024, kiến trúc hiện đại, sang trọng, trang bị thang máy cao cấp.
Kết cấu 4 tầng,Tổng 12 phòng WC khép kín, đang vận hành ổn định, tạo dòng tiền lớn hàng tháng.. Phù hợp vừa ở vừa kinh doanh CHDV, khách sạn
Vị trí hẻm xe hơi Phan Văn Trị, đối diện Cityland, ngay Emart, khu vực lưu trú, kinh doanh cực tốt.
Giáp Bình Thạnh, Phú Nhuận, giao thông thuận tiện
Kết nối nhanh đường Phạm Văn Đồng, Nguyễn Thái Sơn,Dương Quảng Hàm, sân bay Tân Sơn Nhất, ĐHCN4, ĐH Văn Lang.
Pháp lý: sổ hồng riêng, công chứng ngay.
Bán nhà Gò Vấp
Mua bán nhà đất quận Gò Vấp giá rẻ
nhà dòng tiền","Nhà ngõ, hẻm",Đã có sổ,11.0,8,6,Không rõ,Hẻm xe hơi,Go Vap,16.0,78.0,78.0,78.0,5.3284191396395935,18.82774784377651,205.13,2.833213344056216,1,1,1,1,0,1,1,0,0,0,0,True,2
"Nhà 16m2 1 lầu - gần Đại Học Văn Lang, có số nhà Quận, giấy nộp thuế","Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","- Cần bán nhà diện tích đất 16m2 - nhà xây 1 lầu suốt 32m2 sàn mới đẹp về ở liền, hẻm xe máy có 3 căn, ra hẻm xe tải thông chỉ 20m, ngay sau Đại Hóc Văn Lang, đường Nguyễn Thái Sơn đi vào hẻm 566. 
- nhà bán vi bằng có số nhà quận, giáy nộp thuế - kê khai đầy đủ trên phường, giây tờ hợp lệ, chính chủ đứng tên số nhà ký bán nên hoàn toàn yên tâm.
Giá bán 1 tỷ, Xem nhà ok gặp trực tiếp chủ trao đổi thêm và xe giấy tờ gốc.
Liên Hệ: ĐT _ ZALO E Thuật","Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,1.0,8,22,Hoàn thiện cơ bản,Không rõ,Go Vap,1.0,16.0,16.0,32.0,2.3,7.0,62.5,0.6931471805599453,1,0,0,0,0,1,1,0,0,0,0,True,2
"DOANH THU 40TR/tháng, Nhỉnh 8TỶ - Bán Gấp CHDV cao cấp Phạm Văn","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🔥Nhỉnh 8TỶ - Bán Gấp CHDV cao cấp Khu Phân Lô Phạm Văn Chiêu, sẵn Doanh thu 40Tr/tháng🔥

🏠Ngang 4m dài 16m- kết cấu 1 trệt 1 Lửng 3 lầu Sân Thượng- có 8 PN 8WC FULL nội thất cao cấp- cho thue thu nhập 40tr/tháng

🍀Khu vực sầm uất, dễ kinh doanh Giữ tiền hoặc đầu tư sinh lợi cao.

☎️Sổ hồng hoàn công- Tân","Nhà ngõ, hẻm",Đã có sổ,8.0,7,5,Không rõ,Không rõ,Go Vap,8.15,70.0,70.0,70.0,5.277796131523526,18.609860682293668,116.43,2.21375387928743,0,1,1,1,0,0,1,0,0,0,0,True,1
BÁN NHÀ MT LÊ THỊ HỒNG DT 13 X 12 M,"Đường Lê Thị Hồng, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","CHÍNH CHỦ bán nhà mt lê thị hồng khu căn cứ 26 mt kinh doanh buôn bán sầm uất nhất đang cho thuê thu nhập khủng 60 TR TH . Dt 13 x12 m công nhận đủ k trừ lộ giới . 
Vị trí đẹp tiện kd buôn bán dt rộng ace muốn xây gì cũng dc . Xây tttm ,chdv . Hoac tách ra làm 3 lô xáy 3 căn quá đẹp nói chung rất tiệ ích 
( nhà đang gia thu nhập ổn gđ có công việc mói bán ) 
☎️☎️☎️ LH PHUONG ANH NHE ***","Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5,1,Nội thất cao cấp,Hẻm xe hơi,Go Vap,25.0,120.0,120.0,240.0,13.0,12.0,208.33,3.258096538021482,0,0,0,0,1,0,1,0,0,1,0,True,2
"Nhà 5,5x26m 1 sẹc Thông Quang Trung","Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Cần bán Nhà 1 sẹc thông Quang Trung- Phường An Hội Tây.
Diện Tích: 5,5x26m công nhận 148m2 tiện xây Nhà ở, Khách Sạn, CHDV...
Nhà đang cho thuê có dòng tiền.
Giá: 8,7 ty có bớt","Nhà ngõ, hẻm",Đã có sổ,2.0,2,1,Không rõ,Hẻm xe hơi,Go Vap,8.7,148.0,148.0,148.0,5.5,26.0,58.78,2.272125885509337,1,1,0,0,0,0,0,0,0,0,0,True,1
"105M2 HIẾM- MT ĐS1 - NGAY ĐH CÔNG NGHIỆP P4-SÂN VƯỜN ViVU,74Tr/M2,7ty8","Đường Số 1, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","105M2 HIẾM- MT ĐS1 - NGAY ĐH CÔNG NGHIỆP P4- SÂN VƯỜN ViVU CHỉ 74Tr/M2 -7ty8 
✅ Vị trí đẹp đắc địa, xe hơi đỗ cửa, ngay chợ Gò Vấp, ĐH Công Nghiệp, Phạm Văn Đồng, sát sân bay TSN.
✅ Nhà diện tích lớn 105m2,nở hậu tài lộc, thiết kế sân vườn thoáng mát
✅ Nhà 3 tầng 2 phòng ngủ 2 vệ sinh, hợp mua về ở hoặc cải tạo làm CHDV cực kì hợp.
✅ Sổ sẵn nhà, ccmb ngay.
☎️Call/zl: *** Phụng","Nhà ngõ, hẻm",Đã có sổ,2.0,2,2,Không rõ,Nhà nở hậu,Go Vap,7.8,105.0,105.0,150.0,3.5,35.0,74.29,2.174751721484161,0,1,0,0,1,0,0,0,0,0,0,True,1
BÁN GẤP CHDV CAO CẤP – KHU PHÂN LÔ – GÒ VẤP,"Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","💰 Giá chỉ: 8,15 tỷ (còn thương lượng)
💵 Dòng tiền sẵn: ~43 triệu/tháng

📍 Vị trí: Đường số 59, P.14, Q. Gò Vấp – khu dân cư cao cấp, an ninh, hạ tầng hoàn chỉnh

📐 Diện tích: 4m × 16m (64,5m²)
🏗 Kết cấu: 1 trệt – 1 lửng – 3 lầu – sân thượng
🛏 8 phòng ngủ – 8 WC, FULL nội thất cao cấp
➡️ Khai thác CHDV cho thuê ổn định, khách chỉ việc tiếp quản

✨ Ưu điểm nổi bật:
 • Khu phân lô đồng bộ, dân trí cao
 • Nhà xây chuẩn CHDV, công năng tối ưu
 • Dòng tiền tốt – phù hợp đầu tư giữ tiền & khai thác lâu dài","Nhà ngõ, hẻm",Đã có sổ,8.0,6,5,Không rõ,Không rõ,Go Vap,8.15,65.0,65.0,65.0,5.226638846668207,18.47867968235058,125.38,2.21375387928743,1,1,1,1,0,0,0,0,0,0,0,True,1
"Bán CHDV Khu ĐH Văn Lang, P.5, GV 4(NH: 5,5m) x 15, giá 12,8 tỷ","Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","Bán CHDV 566/ Nguyễn Thái Sơn, P.5, Gò Vấp.
DT: 4 ( nở hậu: 5,5m) x 15,3m= 81m2. DT sàn 285m2.
Kết cấu: Trệt + lửng + 3lầu, sân thượng + tháng máy.
Gồm 12 phòng + wc riêng, đang cho thuê 65 triệu/ tháng. Hẻm xe hơi 6m, gần đại học Văn Lang, siêu thị emart.
Sổ hồng hoàn công chính chủ.
Giá bán: 12,8 tỷ.","Nhà ngõ, hẻm",Đã có sổ,11.0,7,4,Không rõ,Hẻm xe hơi,Go Vap,12.8,81.0,81.0,285.0,5.323298651921935,20.02396529868169,158.02,2.624668592163159,0,0,1,1,0,1,1,0,0,1,0,True,1
"HXH-GẦN CV LÀNG HOA P8 GV-NHÀ MỚI-80M2-4TẦNG-8PN-8WC-CHỈ 11,680TỶ TL","Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","HXH-GẦN CV LÀNG HOA P8 GV-NHÀ MỚI-FULL NỘI THẤT-80M2-4TẦNG-8PN-8WC-CHỈ 11,680TỶ TL
- Kết cấu: 4 tầng
 - DT : 4 x 22 công nhận 80m2 có 8 phòng 

✅ Sổ hồng riêng để tại nhà – công chứng liền
✅ Khu dân cư quy hoạch – dân trí cao
✅ Hẻm ô tô ra vào thoải mái
✅ Cách Quang Trung đúng 100m
✅ Cách Ngã 6 Gò Vấp ~ 2km
✅ Đang cho thuê: 56 triệu/tháng
✅ Hỗ trợ vay ngân hàng 85%
✅ Tiện ích cao cấp – giao thông thuận tiện
✅ Xem nhà 24/24","Nhà ngõ, hẻm",Đã có sổ,8.0,6,5,Không rõ,Hẻm xe hơi,Go Vap,11.68,80.0,80.0,80.0,5.369313697870108,18.36618836458365,146.0,2.54002594900908,1,1,1,1,0,1,1,0,0,0,0,True,1
HXH 16 CHỖ QUAY ĐẦU - THÔNG NGUYỄN VĂN NGHI- KO LỖI -13ty,"Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","HXH 16 CHỖ QUAY ĐẦU - THÔNG NGUYỄN VĂN NGHI - CÁCH MẶT TIỀN 20M- VUÔNG KO LỖI - NGAY CITYLAND - P7- VINCOM GÒ VẤP-13ty
- HXH quay đầu, sát Cityland Gò Vấp. Cách mặt tiền Phan Văn Trị vài bước chân.
- Nhà 2 tầng cũ. Gồm 6PN 5WC, PK, Bếp có thể sửa lại cho thuê phòng.
- Hẻm yên tĩnh, cây xanh rợp bóng, trung tâm Gò Vấp. Cạnh nhà hàng Hương Phố.
- Giáp Bình Thạnh nên thuận tiện di chuyển vào trung tâm.
- Sổ đẹp, hoàn công, công chứng nhanh.
☎️Call/zl: *** Phụng","Nhà ngõ, hẻm",Đã có sổ,6.0,5,2,Không rõ,Hẻm xe hơi,Go Vap,13.0,140.0,140.0,140.0,5.0,35.0,92.86,2.6390573296152584,0,0,0,0,1,1,0,0,0,1,0,True,2
